Drug Name,Condition,Company,Is_Allowed
Pyridostigmine,Any Condition,ELIPS,0
Pyridostigmine,Any Condition,LUMICO,0
Quetiapine,Any Condition,AETNA,0
Quetiapine,Any Condition,BFAM,0
Quetiapine,Any Condition,CIGNA-CHLIC,0
Quetiapine,Any Condition,CIGNA-CNHIC,0
Quetiapine,Any Condition,CIGNA-LOYAL,0
Quetiapine,Any Condition,ELIPS,0
Quetiapine,Any Condition,LUMICO,0
Radicava,Any Condition,AETNA,0
Raltegravir,Any Condition,AETNA,0
Raltegravir,Any Condition,CIGNA-CHLIC,0
Raltegravir,Any Condition,ELIPS,0
Raltegravir,Any Condition,LUMICO,0
Raltegravir,Any Condition,CIGNA-CNHIC,0
Raltegravir,Any Condition,CIGNA-LOYAL,0
Rapamune,Any Condition,AETNA,0
Rapamune,Any Condition,CIGNA-CHLIC,0
Rapamune,Any Condition,CIGNA-CNHIC,0
Rapamune,Any Condition,CIGNA-LOYAL,0
Rasagiline,Any Condition,ELIPS,0
Rasagiline,Any Condition,LUMICO,0
Rasuvo,Any Condition,CIGNA-CHLIC,0
Rasuvo,Any Condition,CIGNA-CNHIC,0
Rasuvo,Any Condition,CIGNA-LOYAL,0
Rayaldee,Any Condition,AETNA,1
Rayos,Any Condition,AETNA,0
Razadyne,Any Condition,AETNA,0
Razadyne,Any Condition,CIGNA-CHLIC,0
Razadyne,Any Condition,ELIPS,0
Razadyne,Any Condition,LUMICO,0
Razadyne,Any Condition,CIGNA-CNHIC,0
Razadyne,Any Condition,CIGNA-LOYAL,0
Rebetol,Any Condition,AETNA,0
Rebif,Any Condition,AETNA,0
Rebif,Any Condition,CIGNA-CHLIC,0
Rebif,Any Condition,ELIPS,0
Rebif,Any Condition,LUMICO,0
Rebif,Any Condition,CIGNA-CNHIC,0
Rebif,Any Condition,CIGNA-LOYAL,0
Reclast,Any Condition,AETNA,0
Reclast,Any Condition,ELIPS,0
Reclast,Any Condition,LUMICO,0
Reditrex,Any Condition,CIGNA-CHLIC,0
Reditrex,Any Condition,CIGNA-CNHIC,0
Reditrex,Any Condition,CIGNA-LOYAL,0
Regonol,Any Condition,ELIPS,0
Regonol,Any Condition,LUMICO,0
Reisperidone,Any Condition,BFAM,0
Releuko,Any Condition,CIGNA-CHLIC,0
Releuko,Any Condition,CIGNA-CNHIC,0
Releuko,Any Condition,CIGNA-LOYAL,0
Remeron,Any Condition,ELIPS,0
Remeron,Any Condition,LUMICO,0
Remicade,Any Condition,AETNA,0
Remicade,Any Condition,BFAM,0
Remicade,Any Condition,CIGNA-CHLIC,0
Remicade,Any Condition,ELIPS,0
Remicade,Any Condition,LUMICO,0
Remicade,Any Condition,CIGNA-CNHIC,0
Remicade,Any Condition,CIGNA-LOYAL,0
Reminyl,Any Condition,AETNA,0
Reminyl,Any Condition,CIGNA-CHLIC,0
Reminyl,Any Condition,ELIPS,0
Reminyl,Any Condition,LUMICO,0
Reminyl,Any Condition,CIGNA-CNHIC,0
Reminyl,Any Condition,CIGNA-LOYAL,0
Renagel,Any Condition,AETNA,0
Renagel,Any Condition,CIGNA-CHLIC,0
Renagel,Any Condition,CIGNA-CNHIC,0
Renagel,Any Condition,CIGNA-LOYAL,0
Renflexis,Any Condition,CIGNA-CHLIC,0
Renflexis,Any Condition,CIGNA-CNHIC,0
Renflexis,Any Condition,CIGNA-LOYAL,0
Renvela,Any Condition,AETNA,0
Renvela,Any Condition,CIGNA-CHLIC,0
Renvela,Any Condition,CIGNA-CNHIC,0
Renvela,Any Condition,CIGNA-LOYAL,0
Requip,Any Condition,ELIPS,0
Requip,Any Condition,LUMICO,0
Retacrit,Any Condition,AETNA,0
Retacrit,Any Condition,CIGNA-CHLIC,0
Retacrit,Any Condition,CIGNA-CNHIC,0
Retacrit,Any Condition,CIGNA-LOYAL,0
Retrovir,Any Condition,AETNA,0
Retrovir,Any Condition,ELIPS,0
Retrovir,Any Condition,LUMICO,0
Revatio,Any Condition,ELIPS,0
Revatio,Any Condition,LUMICO,0
ReVia,Any Condition,AETNA,0
ReVia,Any Condition,CIGNA-CHLIC,0
ReVia,Any Condition,ELIPS,0
ReVia,Any Condition,LUMICO,0
Revia,Any Condition,CIGNA-CNHIC,0
ReVia,Any Condition,CIGNA-LOYAL,0
Revlimid,Any Condition,AETNA,0
Revlimid,Any Condition,CIGNA-CHLIC,0
Revlimid,Any Condition,ELIPS,0
Revlimid,Any Condition,LUMICO,0
Revlimid,Any Condition,CIGNA-CNHIC,0
Revlimid,Any Condition,CIGNA-LOYAL,0
Rexulti,Any Condition,ELIPS,0
Rexulti,Any Condition,LUMICO,0
Reyataz,Any Condition,CIGNA-CHLIC,0
Reyataz,Any Condition,CIGNA-CNHIC,0
Reyataz,Any Condition,CIGNA-LOYAL,0
Rheumatrex,Any Condition,CIGNA-CHLIC,0
Rheumatrex,Any Condition,CIGNA-CNHIC,0
Rheumatrex,Any Condition,CIGNA-LOYAL,0
Ribapak,Any Condition,AETNA,0
Ribasphere,Any Condition,AETNA,0
Ribavirin,Any Condition,AETNA,0
Ribavirin,Any Condition,ELIPS,0
Ribavirin,Any Condition,LUMICO,0
Ribociclib,Any Condition,AETNA,0
Ridaura,Any Condition,AETNA,0
Ridaura,Any Condition,ELIPS,0
Ridaura,Any Condition,LUMICO,0
Rifabutin,Any Condition,AETNA,1
Rifamate,Any Condition,AETNA,1
Rifampin And Isoniazid,Any Condition,AETNA,1
"Rifampin, Isoniazid And Pyrazinamide",Any Condition,AETNA,1
Rifapentine,Any Condition,AETNA,1
Rifater,Any Condition,AETNA,1
Rifaximin,Any Condition,ELIPS,0
Rifaximin,Any Condition,LUMICO,0
Rilutek,Any Condition,AETNA,0
Rilutek,Any Condition,CIGNA-CHLIC,0
Rilutek,Any Condition,ELIPS,0
Rilutek,Any Condition,LUMICO,0
Rilutek,Any Condition,CIGNA-CNHIC,0
Rilutek,Any Condition,CIGNA-LOYAL,0
Riluzole,Any Condition,AETNA,0
Riluzole,Any Condition,CIGNA-CHLIC,0
Riluzole,Any Condition,ELIPS,0
Riluzole,Any Condition,LUMICO,0
Riluzole,Any Condition,CIGNA-CNHIC,0
Riluzole,Any Condition,CIGNA-LOYAL,0
Rinvoq,Any Condition,CIGNA-CHLIC,0
Rinvoq,Any Condition,CIGNA-CNHIC,0
Rinvoq,Any Condition,CIGNA-LOYAL,0
Risperdal,Any Condition,AETNA,0
Risperdal,Any Condition,ELIPS,0
Risperdal,Any Condition,LUMICO,0
Risperidone,Any Condition,AETNA,0
Risperidone,Any Condition,ELIPS,0
Risperidone,Any Condition,LUMICO,0
Ritonavir,Any Condition,AETNA,0
Ritonavir,Any Condition,CIGNA-CHLIC,0
Ritonavir,Any Condition,ELIPS,0
Ritonavir,Any Condition,LUMICO,0
Ritonavir,Any Condition,CIGNA-CNHIC,0
Ritonavir,Any Condition,CIGNA-LOYAL,0
Rituxan,Any Condition,AETNA,0
Rituximab,Any Condition,AETNA,0
Rivaroxaban,Any Condition,AETNA,0
Rivaroxaban,Any Condition,ELIPS,0
Rivaroxaban,Any Condition,LUMICO,0
Rivastigmine,Any Condition,AETNA,0
Rivastigmine,Any Condition,BFAM,0
Rivastigmine,Any Condition,CIGNA-CHLIC,0
Rivastigmine,Any Condition,ELIPS,0
Rivastigmine,Any Condition,LUMICO,0
Rivastigmine,Any Condition,CIGNA-CNHIC,0
Rivastigmine,Any Condition,CIGNA-LOYAL,0
Rivastigmine Tartrate,Any Condition,ELIPS,0
Rivastigmine Tartrate,Any Condition,LUMICO,0
Rlutek,Any Condition,AETNA,1
Rocaltrol,Any Condition,AETNA,1
Rocaltrol,Any Condition,ELIPS,0
Rocaltrol,Any Condition,LUMICO,0
Roferon,Any Condition,CIGNA-CHLIC,0
Roferon,Any Condition,CIGNA-CNHIC,0
Roferon,Any Condition,CIGNA-LOYAL,0
Roferon-A,Any Condition,AETNA,0
Rolvedon,Any Condition,CIGNA-CHLIC,0
Rolvedon,Any Condition,CIGNA-CNHIC,0
Rolvedon,Any Condition,CIGNA-LOYAL,0
Ropeginterferon,Any Condition,CIGNA-CHLIC,0
Ropeginterferon,Any Condition,CIGNA-CNHIC,0
Ropeginterferon,Any Condition,CIGNA-LOYAL,0
Roweepra,Any Condition,CIGNA-CHLIC,0
Roweepra,Any Condition,CIGNA-CNHIC,0
Roweepra,Any Condition,CIGNA-LOYAL,0
Roxanol,Any Condition,AETNA,0
Roxanol,Any Condition,CIGNA-CHLIC,0
Roxanol,Any Condition,ELIPS,0
Roxanol,Any Condition,LUMICO,0
Roxanol,Any Condition,CIGNA-CNHIC,0
Roxanol,Any Condition,CIGNA-LOYAL,0
Roxicet,Any Condition,AETNA,0
Roxicet,Any Condition,CIGNA-CHLIC,0
Roxicet,Any Condition,CIGNA-CNHIC,0
Roxicet,Any Condition,CIGNA-LOYAL,0
Roxicodone,Any Condition,AETNA,0
Roxicodone,Any Condition,ELIPS,0
Roxicodone,Any Condition,LUMICO,0
Rubex,Any Condition,AETNA,0
Ruxolitinib,Any Condition,AETNA,0
Ruxolitinib,Any Condition,ELIPS,0
Ruxolitinib,Any Condition,LUMICO,0
Rytary,Any Condition,AETNA,1
Rythmol,Any Condition,AETNA,0
Rythmol,Any Condition,CIGNA-CHLIC,0
Rythmol,Any Condition,CIGNA-CNHIC,0
Rythmol,Any Condition,CIGNA-LOYAL,0
Sacubitril And Valsartan,Any Condition,AETNA,0
Sacubitril And Valsartan,Any Condition,ELIPS,0
Sacubitril And Valsartan,Any Condition,LUMICO,0
Safinamide,Any Condition,AETNA,0
Salmeterol,Any Condition,ELIPS,0
Salmeterol,Any Condition,LUMICO,0
Sandimmune,Any Condition,AETNA,0
Sandimmune,Any Condition,CIGNA-CHLIC,0
Sandimmune,Any Condition,ELIPS,0
Sandimmune,Any Condition,LUMICO,0
Sandimmune,Any Condition,CIGNA-CNHIC,0
Sandimmune,Any Condition,CIGNA-LOYAL,0
Sandostatin,Any Condition,AETNA,0
Sandostatin,Any Condition,ELIPS,0
Sandostatin,Any Condition,LUMICO,0
Saphris,Any Condition,CIGNA-CHLIC,0
Saphris,Any Condition,CIGNA-CNHIC,0
Saphris,Any Condition,CIGNA-LOYAL,0
Sarafem,Any Condition,ELIPS,0
Sarafem,Any Condition,LUMICO,0
Satralizumab-Mwge,Any Condition,CIGNA-CHLIC,0
Satralizumab-Mwge,Any Condition,CIGNA-CNHIC,0
Satralizumab-Mwge,Any Condition,CIGNA-LOYAL,0
Savelamer,Any Condition,AETNA,1
Secuado,Any Condition,CIGNA-CHLIC,0
Secuado,Any Condition,CIGNA-CNHIC,0
Secuado,Any Condition,CIGNA-LOYAL,0
Secukinumab,Any Condition,CIGNA-CHLIC,0
Secukinumab,Any Condition,CIGNA-CNHIC,0
Secukinumab,Any Condition,CIGNA-LOYAL,0
Seebri,Any Condition,BFAM,0
Selegiline,Any Condition,BFAM,0
Selegiline,Any Condition,ELIPS,0
Selegiline,Any Condition,LUMICO,0
Selegiline ,Any Condition,MAN,0
Selzentry,Any Condition,CIGNA-CHLIC,0
Selzentry,Any Condition,CIGNA-CNHIC,0
Selzentry,Any Condition,CIGNA-LOYAL,0
Sensipar,Any Condition,AETNA,0
Sensipar,Any Condition,BFAM,0
Sensipar,Any Condition,ELIPS,0
Sensipar,Any Condition,LUMICO,0
Serevent,Any Condition,ELIPS,0
Serevent,Any Condition,LUMICO,0
Seromycin,Any Condition,AETNA,1
Seroquel,Any Condition,AETNA,0
Seroquel,Any Condition,BFAM,0
Seroquel,Any Condition,CIGNA-CHLIC,0
Seroquel,Any Condition,ELIPS,0
Seroquel,Any Condition,LUMICO,0
Seroquel,Any Condition,CIGNA-CNHIC,0
Seroquel,Any Condition,CIGNA-LOYAL,0
Serzone,Any Condition,CIGNA-CHLIC,0
Serzone,Any Condition,CIGNA-CNHIC,0
Serzone,Any Condition,CIGNA-LOYAL,0
Sevelamer,Any Condition,AETNA,0
Sevelamer,Any Condition,CIGNA-CHLIC,0
Sevelamer,Any Condition,CIGNA-CNHIC,0
Sevelamer,Any Condition,CIGNA-LOYAL,0
Sezaby,Any Condition,CIGNA-CHLIC,0
Sezaby,Any Condition,CIGNA-CNHIC,0
Sezaby,Any Condition,CIGNA-LOYAL,0
Siklos,Any Condition,AETNA,0
Siklos,Any Condition,CIGNA-CHLIC,0
Siklos,Any Condition,CIGNA-CNHIC,0
Siklos,Any Condition,CIGNA-LOYAL,0
Simeprevir,Any Condition,AETNA,0
Simponi,Any Condition,CIGNA-CHLIC,0
Simponi,Any Condition,CIGNA-CNHIC,0
Simponi,Any Condition,CIGNA-LOYAL,0
Simponi Aria,Any Condition,AETNA,0
Simponi Aria,Any Condition,BFAM,0
Simponi Aria,Any Condition,ELIPS,0
Simponi Aria,Any Condition,LUMICO,0
Sinemet,Any Condition,ELIPS,0
Sinemet,Any Condition,LUMICO,0
Siponimod,Any Condition,AETNA,0
Sirolimus,Any Condition,AETNA,0
Sirolimus,Any Condition,CIGNA-CHLIC,0
Sirolimus,Any Condition,CIGNA-CNHIC,0
Sirolimus,Any Condition,CIGNA-LOYAL,0
Sirturo,Any Condition,AETNA,1
Sitagliptin,Any Condition,ELIPS,0
Sitagliptin,Any Condition,LUMICO,0
Skelaxin,Any Condition,ELIPS,0
Skelaxin,Any Condition,LUMICO,0
Sofosbuvir,Any Condition,AETNA,0
Sofosbuvir,Any Condition,ELIPS,0
Sofosbuvir,Any Condition,LUMICO,0
Sofosbuvir And Velpatasvir,Any Condition,AETNA,0
"Sofosbuvir, Velpatasvir, And Voxilaprevir",Any Condition,AETNA,0
Sofosbuvir And Velpatasvir,Any Condition,ELIPS,0
Sofosbuvir And Velpatasvir,Any Condition,LUMICO,0
Soliris,Any Condition,AETNA,0
SoluMedrol,Any Condition,ELIPS,0
SoluMedrol,Any Condition,LUMICO,0
Solurex,Any Condition,ELIPS,0
Solurex,Any Condition,LUMICO,0
Sorafenib,Any Condition,CIGNA-CHLIC,0
Sorafenib,Any Condition,CIGNA-CNHIC,0
Sorafenib,Any Condition,CIGNA-LOYAL,0
Sorine,Any Condition,ELIPS,0
Sorine,Any Condition,LUMICO,0
Sotalol,Any Condition,AETNA,0
Sotylize,Any Condition,ELIPS,0
Sotylize,Any Condition,LUMICO,0
Sovaldi,Any Condition,AETNA,0
Sovaldi,Any Condition,ELIPS,0
Sovaldi,Any Condition,LUMICO,0
Spiriva,Any Condition,BFAM,0
Spiriva,Any Condition,ELIPS,0
Spiriva,Any Condition,LUMICO,0
Spritam,Any Condition,CIGNA-CHLIC,0
Spritam,Any Condition,CIGNA-CNHIC,0
Spritam,Any Condition,CIGNA-LOYAL,0
Stadol,Any Condition,CIGNA-CHLIC,0
Stadol,Any Condition,CIGNA-CNHIC,0
Stadol,Any Condition,CIGNA-LOYAL,0
Stalevo,Any Condition,AETNA,0
Stalevo,Any Condition,ELIPS,0
Stalevo,Any Condition,LUMICO,0
Stelara,Any Condition,AETNA,0
Stelazine,Any Condition,AETNA,0
Stelazine,Any Condition,ELIPS,0
Stelazine,Any Condition,LUMICO,0
Sterapred,Any Condition,AETNA,1
Stimufend,Any Condition,CIGNA-CHLIC,0
Stimufend,Any Condition,CIGNA-CNHIC,0
Stimufend,Any Condition,CIGNA-LOYAL,0
Stiolto,Any Condition,BFAM,0
Stribild,Any Condition,AETNA,0
Striverdi,Any Condition,BFAM,0
Sublimaze,Any Condition,ELIPS,0
Sublimaze,Any Condition,LUMICO,0
Sublocade,Any Condition,CIGNA-CHLIC,0
Sublocade,Any Condition,CIGNA-CNHIC,0
Sublocade,Any Condition,CIGNA-LOYAL,0
Suboxone,Any Condition,AETNA,0
Suboxone,Any Condition,BFAM,0
Suboxone,Any Condition,CIGNA-CHLIC,0
Suboxone,Any Condition,ELIPS,0
Suboxone,Any Condition,LUMICO,0
Suboxone,Any Condition,CIGNA-CNHIC,0
Suboxone,Any Condition,CIGNA-LOYAL,0
Subsys,Any Condition,AETNA,0
Subsys,Any Condition,CIGNA-CHLIC,0
Subsys,Any Condition,CIGNA-CNHIC,0
Subsys,Any Condition,CIGNA-LOYAL,0
Subutex,Any Condition,AETNA,0
Subutex,Any Condition,CIGNA-CHLIC,0
Subutex,Any Condition,CIGNA-CNHIC,0
Subutex,Any Condition,CIGNA-LOYAL,0
Subvenite,Any Condition,CIGNA-CHLIC,0
Subvenite,Any Condition,CIGNA-CNHIC,0
Subvenite,Any Condition,CIGNA-LOYAL,0
Sucroferric Oxyhydroxide,Any Condition,AETNA,0
Sunitinib,Any Condition,AETNA,0
Sunitinib,Any Condition,CIGNA-CHLIC,0
Sunitinib,Any Condition,CIGNA-CNHIC,0
Sunitinib,Any Condition,CIGNA-LOYAL,0
Supprelin,Any Condition,AETNA,1
Sustiva,Any Condition,ELIPS,0
Sustiva,Any Condition,LUMICO,0
Sutent,Any Condition,AETNA,0
Sutent,Any Condition,CIGNA-CHLIC,0
Sutent,Any Condition,CIGNA-CNHIC,0
Sutent,Any Condition,CIGNA-LOYAL,0
Sylatron,Any Condition,AETNA,1
Sylatron,Any Condition,ELIPS,0
Sylatron,Any Condition,LUMICO,0
Symbyax,Any Condition,AETNA,0
Symbyax,Any Condition,CIGNA-CHLIC,0
Symbyax,Any Condition,CIGNA-CNHIC,0
Symbyax,Any Condition,CIGNA-LOYAL,0
Symmetrel,Any Condition,BFAM,0
Symmetrel,Any Condition,ELIPS,0
Symmetrel,Any Condition,LUMICO,0
Syndros,Any Condition,AETNA,0
Synvisc,Any Condition,AETNA,0
Tabloid,Any Condition,AETNA,0
Tabloid,Any Condition,ELIPS,0
Tabloid,Any Condition,LUMICO,0
Tacrine,Any Condition,AETNA,1
Tacrine,Any Condition,ELIPS,0
Tacrine,Any Condition,LUMICO,0
Tacrolimus,Any Condition,AETNA,0
Tacrolimus,Any Condition,BFAM,0
Tacrolimus,Any Condition,CIGNA-CHLIC,0
Tacrolimus,Any Condition,ELIPS,0
Tacrolimus,Any Condition,LUMICO,0
Tacrolimus,Any Condition,CIGNA-CNHIC,0
Tacrolimus,Any Condition,CIGNA-LOYAL,0
Taltz,Any Condition,CIGNA-CHLIC,0
Taltz,Any Condition,CIGNA-CNHIC,0
Taltz,Any Condition,CIGNA-LOYAL,0
Tambocor,Any Condition,AETNA,0
Tambocor,Any Condition,CIGNA-CHLIC,0
Tambocor,Any Condition,CIGNA-CNHIC,0
Tambocor,Any Condition,CIGNA-LOYAL,0
Tapentadol,Any Condition,BFAM,0
Tapentadol,Any Condition,CIGNA-CHLIC,0
Tapentadol,Any Condition,CIGNA-CNHIC,0
Tapentadol,Any Condition,CIGNA-LOYAL,0
Tarabine,Any Condition,AETNA,1
Tarabine,Any Condition,ELIPS,0
Tarabine,Any Condition,LUMICO,0
Tarabine,Any Condition,AETNA,0
Tarceva,Any Condition,AETNA,0
Tarceva,Any Condition,CIGNA-CHLIC,0
Tarceva,Any Condition,ELIPS,0
Tarceva,Any Condition,LUMICO,0
Tarceva,Any Condition,CIGNA-CNHIC,0
Tarceva,Any Condition,CIGNA-LOYAL,0
Targretin,Any Condition,AETNA,0
Targretin,Any Condition,CIGNA-CHLIC,0
Targretin,Any Condition,CIGNA-CNHIC,0
Targretin,Any Condition,CIGNA-LOYAL,0
Tasmar,Any Condition,AETNA,1
Tasmar,Any Condition,ELIPS,0
Tasmar,Any Condition,LUMICO,0
Taxol,Any Condition,AETNA,0
Taxotere,Any Condition,AETNA,0
Tayos,Any Condition,AETNA,1
Tbo-Filgrastim,Any Condition,AETNA,1
Tecentriq,Any Condition,AETNA,0
Tecfidera,Any Condition,AETNA,0
Technivie,Any Condition,AETNA,1
Tegretol,Any Condition,CIGNA-CHLIC,0
Tegretol,Any Condition,CIGNA-CNHIC,0
Tegretol,Any Condition,CIGNA-LOYAL,0
Tegsedi,Any Condition,CIGNA-CHLIC,0
Tegsedi,Any Condition,CIGNA-CNHIC,0
Tegsedi,Any Condition,CIGNA-LOYAL,0
Temodar,Any Condition,CIGNA-CHLIC,0
Temodar,Any Condition,CIGNA-CNHIC,0
Temodar,Any Condition,CIGNA-LOYAL,0
Temozolomide,Any Condition,CIGNA-CHLIC,0
Temozolomide,Any Condition,CIGNA-CNHIC,0
Temozolomide,Any Condition,CIGNA-LOYAL,0
Tenofovir,Any Condition,AETNA,0
Tenofovir,Any Condition,CIGNA-CHLIC,0
Tenofovir,Any Condition,CIGNA-CNHIC,0
Tenofovir,Any Condition,CIGNA-LOYAL,0
Tenofovir Disoproxil,Any Condition,CIGNA-CHLIC,0
Tenofovir Disoproxil,Any Condition,CIGNA-CNHIC,0
Tenofovir Disoproxil,Any Condition,CIGNA-LOYAL,0
Tenofovir Disoproxil Fumarate,Any Condition,AETNA,1
Tenormin,Any Condition,ELIPS,0
Tenormin,Any Condition,LUMICO,0
Tensilon,Any Condition,AETNA,0
Teriflunomide,Any Condition,AETNA,0
Teriparatide,Any Condition,AETNA,0
Teriparatide,Any Condition,CIGNA-CHLIC,0
Teriparatide,Any Condition,CIGNA-CNHIC,0
Teriparatide,Any Condition,CIGNA-LOYAL,0
Teslac,Any Condition,AETNA,1
Teslac,Any Condition,ELIPS,0
Teslac,Any Condition,LUMICO,0
Testolactone,Any Condition,AETNA,1
Testolactone,Any Condition,ELIPS,0
Testolactone,Any Condition,LUMICO,0
Tetrabenazine,Any Condition,AETNA,0
Texspire,Any Condition,CIGNA-CHLIC,0
Texspire,Any Condition,CIGNA-CNHIC,0
Texspire,Any Condition,CIGNA-LOYAL,0
Tezepelumab,Any Condition,CIGNA-CHLIC,0
Tezepelumab,Any Condition,CIGNA-CNHIC,0
Tezepelumab,Any Condition,CIGNA-LOYAL,0
Thalidomide,Any Condition,AETNA,1
Thalomid,Any Condition,AETNA,0
Theracys,Any Condition,AETNA,0
Thioguanine,Any Condition,AETNA,0
Thioplex,Any Condition,AETNA,1
Thioplex,Any Condition,ELIPS,0
Thioplex,Any Condition,LUMICO,0
Thioridazine,Any Condition,AETNA,0
Thioridazine,Any Condition,ELIPS,0
Thioridazine,Any Condition,LUMICO,0
Thiotepa,Any Condition,AETNA,0
Thiotepa,Any Condition,ELIPS,0
Thiotepa,Any Condition,LUMICO,0
Thiothixene,Any Condition,AETNA,0
Thiothixene,Any Condition,ELIPS,0
Thiothixene,Any Condition,LUMICO,0
Thorazine,Any Condition,AETNA,0
Thorazine,Any Condition,ELIPS,0
Thorazine,Any Condition,LUMICO,0
Ticagrelor,Any Condition,AETNA,0
Ticagrelor,Any Condition,ELIPS,0
Ticagrelor,Any Condition,LUMICO,0
Tice BCG And BCG Live,Any Condition,AETNA,0
Ticlid,Any Condition,AETNA,0
Ticlopidine,Any Condition,AETNA,0
Tiglutik,Any Condition,AETNA,1
Tiglutik,Any Condition,CIGNA-CHLIC,0
Tiglutik,Any Condition,CIGNA-CNHIC,0
Tiglutik,Any Condition,CIGNA-LOYAL,0
Tikosyn,Any Condition,AETNA,0
Tioguanine,Any Condition,ELIPS,0
Tioguanine,Any Condition,LUMICO,0
Tipranavir,Any Condition,CIGNA-CHLIC,0
Tipranavir,Any Condition,CIGNA-CNHIC,0
Tipranavir,Any Condition,CIGNA-LOYAL,0
Tivicay,Any Condition,AETNA,1
Tocilizumab,Any Condition,AETNA,0
Tocilizumab,Any Condition,CIGNA-CHLIC,0
Tocilizumab,Any Condition,ELIPS,0
Tocilizumab,Any Condition,LUMICO,0
Tocilizumab,Any Condition,CIGNA-CNHIC,0
Tocilizumab,Any Condition,CIGNA-LOYAL,0
Tofacitinib,Any Condition,AETNA,0
Tofacitinib,Any Condition,CIGNA-CHLIC,0
Tofacitinib,Any Condition,CIGNA-CNHIC,0
Tofacitinib,Any Condition,CIGNA-LOYAL,0
Tolak,Any Condition,ELIPS,0
Tolak,Any Condition,LUMICO,0
Tolcapone,Any Condition,AETNA,0
Tolcapone,Any Condition,ELIPS,0
Tolcapone,Any Condition,LUMICO,0
Tolvaptan,Any Condition,AETNA,0
Toposar,Any Condition,CIGNA-CHLIC,0
Toposar,Any Condition,CIGNA-CNHIC,0
Toposar,Any Condition,CIGNA-LOYAL,0
Toremifene,Any Condition,AETNA,0
Toremifene,Any Condition,CIGNA-CHLIC,0
Toremifene,Any Condition,ELIPS,0
Toremifene,Any Condition,LUMICO,0
Toremifene,Any Condition,CIGNA-CNHIC,0
Toremifene,Any Condition,CIGNA-LOYAL,0
Torsemide,Any Condition,ELIPS,0
Torsemide,Any Condition,LUMICO,0
Torsemide (More Than 10 Mg),Any Condition,AETNA,0
Tositumomab,Any Condition,AETNA,0
Tositumomab,Any Condition,ELIPS,0
Tositumomab,Any Condition,LUMICO,0
Toujeo,Any Condition,ELIPS,0
Toujeo,Any Condition,LUMICO,0
Trastuzumab,Any Condition,AETNA,0
Trastuzumab,Any Condition,ELIPS,0
Trastuzumab,Any Condition,LUMICO,0
Trecator,Any Condition,AETNA,1
Trelstar-LA,Any Condition,AETNA,0
Trental,Any Condition,AETNA,0
Trental,Any Condition,BFAM,0
Trexall,Any Condition,AETNA,0
Trexall,Any Condition,CIGNA-CHLIC,0
Trexall,Any Condition,CIGNA-CNHIC,0
Trexall,Any Condition,CIGNA-LOYAL,0
Trexan,Any Condition,CIGNA-CHLIC,0
Trexan,Any Condition,CIGNA-CNHIC,0
Trexan,Any Condition,CIGNA-LOYAL,0
Triavil,Any Condition,AETNA,0
Trifluoperazine,Any Condition,AETNA,0
Trihexyphenidyl,Any Condition,ELIPS,0
Trihexyphenidyl,Any Condition,LUMICO,0
Trilafon,Any Condition,AETNA,0
Trilafon,Any Condition,CIGNA-CHLIC,0
Trilafon,Any Condition,CIGNA-CNHIC,0
Trilafon,Any Condition,CIGNA-LOYAL,0
Trileptal,Any Condition,CIGNA-CHLIC,0
Trileptal,Any Condition,CIGNA-CNHIC,0
Trileptal,Any Condition,CIGNA-LOYAL,0
Triptorelin Pamoate,Any Condition,AETNA,0
Tritane,Any Condition,AETNA,0
Triumeq,Any Condition,AETNA,0
Triumeq,Any Condition,CIGNA-CHLIC,0
Triumeq,Any Condition,CIGNA-CNHIC,0
Triumeq,Any Condition,CIGNA-LOYAL,0
Triveen-CF,Any Condition,CIGNA-CHLIC,0
Triveen-CF,Any Condition,CIGNA-CNHIC,0
Triveen-CF,Any Condition,CIGNA-LOYAL,0
Trizivir,Any Condition,CIGNA-CHLIC,0
Trizivir,Any Condition,CIGNA-CNHIC,0
Trizivir,Any Condition,CIGNA-LOYAL,0
Truvada,Any Condition,AETNA,0
Truvada,Any Condition,ELIPS,0
Truvada,Any Condition,LUMICO,0
Tybost,Any Condition,AETNA,0
Tylox,Any Condition,AETNA,0
Tysabri,Any Condition,AETNA,0
Tysabri,Any Condition,CIGNA-CHLIC,0
Tysabri,Any Condition,ELIPS,0
Tysabri,Any Condition,LUMICO,0
Tysabri,Any Condition,CIGNA-CNHIC,0
Tysabri,Any Condition,CIGNA-LOYAL,0
Tyzeka,Any Condition,AETNA,0
Ultrase,Any Condition,AETNA,0
Upadacitinib,Any Condition,CIGNA-CHLIC,0
Upadacitinib,Any Condition,CIGNA-CNHIC,0
Upadacitinib,Any Condition,CIGNA-LOYAL,0
Urecholine,Any Condition,AETNA,0
Urso,Any Condition,AETNA,0
Ursodiol,Any Condition,AETNA,0
Usenyca,Any Condition,CIGNA-CHLIC,0
Usenyca,Any Condition,CIGNA-CNHIC,0
Usenyca,Any Condition,CIGNA-LOYAL,0
Usodiol,Any Condition,BFAM,0
Ustekinumab,Any Condition,AETNA,0
Valchlor,Any Condition,ELIPS,0
Valchlor,Any Condition,LUMICO,0
Valcyte,Any Condition,AETNA,0
Valganciclovir,Any Condition,AETNA,0
Valsartan + Sacubitril,Any Condition,AETNA,0
Vantas,Any Condition,AETNA,0
Velban,Any Condition,AETNA,0
